Departure_Date_Key,Arrival_Date_Key,Departure_Time_Key,Arrival_Time_Key,Origin_Airport_Key,Destination_Airport_Key,Airline_Key,Aircraft_Key,Departure_time,Distance_km,Delay_minutes,Passenger
2022-06-06,2022-06-07,14:12,12:22,BNE,LHR,IB,1067,2022-06-06 15:12:00,16542.93,60,231
2022-05-09,2022-05-10,19:32,00:39,IAD,SEA,SV,1034,2022-05-09 19:32:00,3701.08,0,136
2025-10-15,2025-10-16,19:50,07:32,ICN,FCO,NZ,1002,2025-10-15 19:50:00,8965.64,0,58
2022-08-02,2022-08-03,20:04,14:37,MIA,HKG,EY,1010,2022-08-02 20:04:00,14451.38,0,86
2022-02-08,2022-02-08,01:04,17:42,DXB,DFW,BT,1025,2022-02-08 01:04:00,12919.21,0,102
2021-04-23,2021-04-23,00:55,18:04,CAN,CLT,SV,1081,2021-04-23 00:55:00,13327.72,0,74
2024-12-01,2024-12-01,10:50,19:53,IAD,MUC,MU,1006,2024-12-01 10:50:00,6842.37,0,133
2021-02-16,2021-02-16,13:45,22:33,HND,BKK,SK,1002,2021-02-16 16:19:00,4588.37,154,72
2020-07-26,2020-07-27,12:54,02:48,HND,IAH,WY,1068,2020-07-26 12:54:00,10725.14,0,38
2023-02-12,2023-02-12,00:45,11:21,DEN,FRA,SK,1031,2023-02-12 00:45:00,8088.48,0,95
2023-05-30,2023-05-30,16:33,23:21,PHX,BOG,MS,1072,2023-05-30 16:33:00,5051.58,0,42
2022-12-21,2022-12-21,00:16,03:30,ICN,TFU,MS,1053,2022-12-21 00:16:00,2192.84,0,69
2021-09-18,2021-09-18,04:08,07:18,PEK,NRT,NH,1052,2021-09-18 04:08:00,2133.98,0,60
2023-12-15,2023-12-16,16:14,00:16,SEA,IAD,CZ,1096,2023-12-15 19:09:00,3701.08,175,315
2021-03-18,2021-03-18,15:55,19:36,ATL,PHX,VS,1028,2021-03-18 15:55:00,2548.63,0,90
2020-07-25,2020-07-25,05:58,07:21,BOS,YYZ,OZ,1083,2020-07-25 05:58:00,715.05,0,210
2021-08-25,2021-08-25,19:16,23:34,NRT,MNL,VN,1055,2021-08-25 19:16:00,3051.82,0,304
2024-01-17,2024-01-18,21:17,04:15,BCN,DXB,DL,1021,2024-01-17 21:17:00,5175.39,0,153
2023-05-16,2023-05-17,19:54,00:01,HKG,HND,VS,1069,2023-05-16 19:54:00,2902.14,0,70
2024-02-24,2024-02-24,07:50,12:56,SFO,CLT,VN,1075,2024-02-24 07:50:00,3687.28,0,93
2022-03-07,2022-03-07,10:37,11:34,FRA,AMS,AM,1072,2022-03-07 10:37:00,365.71,0,57
2022-04-15,2022-04-16,19:15,06:31,LHR,SFO,SK,1041,2022-04-15 19:15:00,8616.39,0,47
2024-10-14,2024-10-14,01:38,18:24,DFW,HGH,JL,1026,2024-10-14 02:57:00,11963.26,79,130
2023-07-30,2023-07-31,11:48,06:00,KUL,LAX,TK,1083,2023-07-30 11:48:00,14162.78,0,210
2022-05-02,2022-05-03,19:59,08:56,DEN,ICN,AM,1058,2022-05-02 19:59:00,9961.35,0,225
2024-05-13,2024-05-13,01:02,08:09,SIN,HND,OZ,1043,2024-05-13 01:02:00,5298.53,0,182
2020-09-16,2020-09-17,07:16,02:19,KUL,YYZ,BT,1085,2020-09-16 07:16:00,14851.33,0,75
2020-01-06,2020-01-07,12:51,03:15,DEN,GRU,BT,1038,2020-01-06 15:11:00,9265.16,140,102
2024-10-11,2024-10-11,13:11,18:06,CAN,HND,CZ,1031,2024-10-11 14:00:00,2884.76,49,64
2020-09-17,2020-09-18,13:27,00:01,YYZ,AMS,TG,1015,2020-09-17 16:02:00,5989.44,155,105
2023-05-16,2023-05-16,00:26,03:07,MIA,JFK,MH,1053,2023-05-16 00:26:00,1756.9,0,62
2020-06-28,2020-06-28,11:10,17:24,HND,BKK,SU,1003,2020-06-28 11:10:00,4588.37,0,71
2024-09-27,2024-09-27,16:04,17:40,CLT,MCO,BA,1012,2024-09-27 16:14:00,755.0,10,61
2020-10-15,2020-10-16,07:22,00:59,MNL,JFK,AF,1020,2020-10-15 07:22:00,13695.43,0,319
2024-09-06,2024-09-06,01:24,13:44,YYZ,GRU,KE,1016,2024-09-06 03:00:00,8193.54,96,229
2020-10-08,2020-10-08,07:25,17:50,CDG,DFW,NZ,1082,2020-10-08 07:25:00,7943.99,0,39
2025-02-16,2025-02-17,06:05,05:32,GRU,MNL,IB,1089,2025-02-16 06:05:00,18369.02,0,251
2022-07-17,2022-07-17,08:57,12:11,TFU,ICN,AC,1056,2022-07-17 08:57:00,2192.84,0,185
2022-12-19,2022-12-19,10:12,23:58,SEA,ICN,HG,1007,2022-12-19 13:00:00,8374.61,168,72
2022-11-18,2022-11-18,00:32,13:44,MNL,MUC,UX,1050,2022-11-18 00:32:00,10165.06,0,168
2021-09-13,2021-09-13,09:43,20:53,FRA,ICN,WY,1080,2021-09-13 09:43:00,8543.5,0,192
2022-04-10,2022-04-10,13:13,13:53,HKG,CAN,LY,1029,2022-04-10 13:13:00,136.28,0,99
2025-09-18,2025-09-18,00:39,04:53,HND,MNL,MU,1064,2025-09-18 00:39:00,2995.62,0,437
2024-12-20,2024-12-20,08:42,16:07,LHR,JFK,QF,1021,2024-12-20 08:42:00,5540.01,0,140
2021-09-02,2021-09-03,18:26,09:33,HND,MCO,AF,1041,2021-09-02 18:26:00,11699.45,0,52
2025-07-01,2025-07-02,22:11,01:26,DFW,EWR,WS,1065,2025-07-01 22:11:00,2204.25,0,86
2023-03-09,2023-03-09,06:49,16:36,SYD,SZX,TG,1066,2023-03-09 06:49:00,7429.81,0,267
2020-07-02,2020-07-02,03:27,17:37,YYZ,NRT,AC,1087,2020-07-02 04:15:00,10298.78,48,301
2021-01-26,2021-01-26,06:15,12:10,DXB,FCO,JL,1000,2021-01-26 06:15:00,4343.76,0,178
2021-12-15,2021-12-15,12:38,14:34,IAD,JFK,HG,1063,2021-12-15 13:37:00,366.0,59,412
2024-06-10,2024-06-11,17:58,04:04,EWR,GRU,CA,1078,2024-06-10 17:58:00,7684.05,0,57
2021-09-12,2021-09-13,15:30,04:58,DFW,HND,SK,1014,2021-09-12 15:30:00,10377.61,0,355
2023-05-06,2023-05-06,10:42,13:35,BKK,TFU,TG,1008,2023-05-06 10:42:00,1908.4,0,198
2021-08-22,2021-08-23,07:52,03:53,BKK,MIA,AZ,1084,2021-08-22 07:52:00,15623.02,0,163
2020-08-13,2020-08-13,17:44,18:39,EWR,IAD,LH,1085,2020-08-13 17:44:00,340.32,0,58
2025-08-06,2025-08-06,00:53,19:58,BNE,CLT,VS,1050,2025-08-06 00:53:00,14867.92,0,135
2025-04-23,2025-04-23,01:45,08:48,LHR,DOH,FJ,1029,2025-04-23 01:45:00,5240.94,0,75
2022-03-09,2022-03-10,11:34,04:46,PER,FCO,BT,1013,2022-03-09 11:34:00,13363.63,0,342
2020-07-21,2020-07-22,16:00,05:55,CDG,PHX,G3,1013,2020-07-21 18:26:00,8799.7,146,360
2023-08-30,2023-08-30,09:40,20:31,BNE,TFU,SU,1000,2023-08-30 09:40:00,8285.41,0,170
2025-03-12,2025-03-12,15:34,18:17,JFK,EWR,NH,1017,2025-03-12 17:45:00,33.86,131,257
2025-01-20,2025-01-20,17:00,20:25,SZX,HGH,SA,1011,2025-01-20 18:35:00,1071.08,95,100
2021-09-29,2021-09-30,12:16,04:48,DXB,DEN,NH,1004,2021-09-29 12:42:00,12485.29,26,40
2023-06-09,2023-06-10,21:05,02:37,DOH,FCO,TG,1025,2023-06-09 21:05:00,4038.73,0,101
2024-09-28,2024-09-28,08:22,14:03,MIA,SFO,AZ,1050,2024-09-28 08:22:00,4154.25,0,122
2024-10-14,2024-10-14,01:23,17:15,ATL,PVG,WS,1042,2024-10-14 01:23:00,12303.4,0,78
2025-05-01,2025-05-02,16:43,05:48,DFW,FCO,FR,1056,2025-05-01 18:02:00,9013.56,79,179
2023-12-03,2023-12-04,23:05,18:26,LAX,KUL,OZ,1039,2023-12-04 00:14:00,14162.78,69,233
2023-12-07,2023-12-07,15:20,20:06,MCO,PHX,DL,1002,2023-12-07 15:54:00,2969.33,34,53
2024-07-13,2024-07-13,12:05,19:53,DXB,SIN,LA,1053,2024-07-13 12:05:00,5845.5,0,64
2024-10-15,2024-10-16,03:42,06:13,IAD,PER,SA,1017,2024-10-15 06:31:00,18572.96,169,226
2022-09-25,2022-09-25,02:59,18:42,MCO,PEK,U2,1090,2022-09-25 02:59:00,12175.19,0,197
2020-01-08,2020-01-08,04:18,18:15,HND,MAD,DL,1044,2020-01-08 04:18:00,10766.08,0,155
2025-03-04,2025-03-04,08:05,21:10,IST,DFW,KL,1075,2025-03-04 08:05:00,10075.45,0,121
2025-05-28,2025-05-28,17:16,21:22,SZX,HND,LH,1031,2025-05-28 17:16:00,2889.51,0,75
2024-12-18,2024-12-19,23:33,09:11,DXB,SZX,DL,1000,2024-12-19 01:19:00,5899.41,106,159
2021-07-05,2021-07-05,01:03,10:02,BOM,FCO,MU,1065,2021-07-05 01:48:00,6193.77,45,68
2021-05-29,2021-05-29,01:35,15:34,DOH,EWR,SV,1088,2021-05-29 01:35:00,10790.47,0,94
2024-05-01,2024-05-02,20:32,15:52,SYD,IST,FJ,1073,2024-05-01 20:40:00,14972.8,8,119
2020-09-06,2020-09-06,03:37,07:37,LAS,ATL,UA,1045,2020-09-06 03:37:00,2804.88,0,55
2022-12-15,2022-12-15,16:56,19:55,MIA,YYZ,OZ,1014,2022-12-15 16:56:00,1989.27,0,478
2020-12-08,2020-12-09,12:41,02:40,SFO,HGH,NZ,1075,2020-12-08 13:37:00,10041.09,56,102
2023-10-11,2023-10-11,01:17,14:52,PVG,LAS,MH,1078,2023-10-11 01:17:00,10469.74,0,57
2021-10-20,2021-10-20,09:11,17:24,EWR,BCN,VN,1085,2021-10-20 09:11:00,6177.55,0,55
2024-02-07,2024-02-08,20:02,09:06,SFO,FCO,EY,1002,2024-02-07 20:02:00,10057.53,0,69
2021-02-01,2021-02-01,13:26,21:13,CAN,DXB,DL,1077,2021-02-01 13:26:00,5827.11,0,217
2022-11-21,2022-11-22,22:44,08:28,SYD,HKG,QF,1046,2022-11-21 22:44:00,7392.92,0,365
2020-10-08,2020-10-08,00:06,17:23,MCO,TFU,AA,1077,2020-10-08 00:06:00,13428.8,0,255
2025-03-11,2025-03-11,10:54,22:59,CDG,HGH,MU,1030,2025-03-11 10:54:00,9272.87,0,236
2023-09-06,2023-09-06,03:27,19:24,DEN,DOH,AC,1089,2023-09-06 03:27:00,12367.03,0,202
2022-07-17,2022-07-17,06:31,20:08,HKG,MAD,VY,1075,2022-07-17 06:31:00,10506.15,0,97
2023-02-22,2023-02-23,07:13,08:10,HND,GRU,CZ,1097,2023-02-22 08:30:00,18539.32,77,306
2022-06-08,2022-06-09,16:59,10:38,PHX,BKK,KL,1067,2022-06-08 16:59:00,13728.69,0,320
2021-10-02,2021-10-02,09:52,21:02,FRA,ICN,PK,1009,2021-10-02 09:52:00,8543.5,0,336
2025-04-12,2025-04-13,16:54,08:51,SIN,AMS,IB,1093,2025-04-12 19:13:00,10512.16,139,150
2024-07-25,2024-07-25,10:32,17:57,LHR,JFK,VN,1026,2024-07-25 10:32:00,5540.01,0,133
2023-02-22,2023-02-23,12:36,03:17,IAD,DXB,CZ,1018,2023-02-22 12:36:00,11354.64,0,32
2025-08-02,2025-08-02,08:44,20:20,HND,DOH,PK,1010,2025-08-02 09:31:00,8254.53,47,87
2021-06-18,2021-06-18,05:18,08:59,PHX,ATL,UX,1059,2021-06-18 05:18:00,2548.63,0,239
2023-05-11,2023-05-12,20:23,06:18,BCN,MIA,UA,1017,2023-05-11 20:23:00,7544.76,0,198
2022-07-28,2022-07-29,10:24,03:03,IAH,DOH,KL,1046,2022-07-28 10:24:00,12931.76,0,424
2020-02-27,2020-02-28,14:05,06:08,MIA,ICN,FR,1020,2020-02-27 14:05:00,12447.21,0,320
2023-05-26,2023-05-27,23:59,10:58,PEK,BNE,FR,1039,2023-05-26 23:59:00,8398.38,0,271
2024-03-15,2024-03-15,00:05,07:40,EWR,SFO,HG,1012,2024-03-15 02:02:00,4118.23,117,55
2024-09-16,2024-09-16,00:46,05:24,IAD,LAS,MU,1050,2024-09-16 00:46:00,3316.3,0,170
2022-05-19,2022-05-19,06:21,21:50,HGH,JFK,LH,1036,2022-05-19 06:21:00,11999.04,0,135
2023-07-20,2023-07-20,04:38,09:49,LAS,YYZ,CZ,1072,2023-07-20 05:25:00,3120.72,47,67
2020-12-04,2020-12-05,09:12,04:26,LAX,PER,ET,1042,2020-12-04 09:12:00,14996.38,0,74
2024-09-08,2024-09-09,18:32,01:11,HGH,BOM,MS,1097,2024-09-08 18:32:00,4926.94,0,242
2022-05-25,2022-05-25,17:01,21:58,MCO,LAX,UA,1096,2022-05-25 17:01:00,3562.38,0,352
2020-08-08,2020-08-09,23:15,03:48,IAH,PHX,WS,1075,2020-08-09 01:17:00,1620.86,122,97
2022-08-12,2022-08-12,01:27,07:41,HND,BKK,PK,1040,2022-08-12 01:27:00,4588.37,0,167
2021-09-14,2021-09-15,13:51,00:22,JFK,IST,CA,1085,2021-09-14 13:51:00,8025.84,0,52
2020-03-06,2020-03-07,19:29,05:03,BKK,BNE,FR,1098,2020-03-06 19:29:00,7260.7,0,93
2021-05-18,2021-05-18,08:07,23:28,BOS,TFU,HG,1099,2021-05-18 08:07:00,11888.43,0,30
2025-08-13,2025-08-13,07:34,11:30,SIN,MNL,TK,1014,2025-08-13 08:02:00,2374.06,28,521
2022-03-16,2022-03-16,14:30,23:24,BOM,HND,AC,1099,2022-03-16 14:30:00,6732.95,0,34
2025-08-11,2025-08-11,17:09,19:21,IST,FCO,AM,1010,2025-08-11 17:09:00,1371.65,0,116
2021-10-11,2021-10-12,11:54,03:31,HGH,IAD,JJ,1099,2021-10-11 11:54:00,12101.55,0,33
2023-12-24,2023-12-25,18:46,04:04,DOH,ICN,SV,1075,2023-12-24 18:46:00,7051.81,0,120
2023-04-16,2023-04-17,21:03,07:24,DEL,PER,UA,1048,2023-04-16 21:03:00,7882.11,0,95
2022-02-06,2022-02-06,09:17,17:32,IAD,AMS,HG,1008,2022-02-06 09:17:00,6206.69,0,194
2023-01-10,2023-01-11,23:21,15:10,PVG,CLT,VN,1071,2023-01-10 23:21:00,12262.58,0,150
2023-01-18,2023-01-18,02:28,13:28,NRT,DXB,AF,1038,2023-01-18 03:00:00,7979.38,32,62
2022-05-26,2022-05-26,08:10,21:02,BKK,SYD,NZ,1001,2022-05-26 11:09:00,7514.59,179,271
2021-03-20,2021-03-21,16:58,06:20,YYZ,NRT,AZ,1058,2021-03-20 16:58:00,10298.78,0,246
2020-12-25,2020-12-25,21:26,23:27,JFK,ATL,BT,1044,2020-12-25 21:26:00,1221.92,0,128
2023-10-01,2023-10-01,07:42,20:31,BCN,PVG,BA,1020,2023-10-01 07:42:00,9864.16,0,247
2021-01-15,2021-01-15,08:44,23:09,BOS,HND,BT,1075,2021-01-15 09:09:00,10803.65,25,105
2024-02-14,2024-02-14,01:39,21:17,LAS,BOM,LH,1060,2024-02-14 03:31:00,13822.36,112,129
2021-01-04,2021-01-04,12:31,19:08,DXB,BKK,UA,1062,2021-01-04 12:31:00,4903.52,0,45
2024-06-08,2024-06-08,06:33,20:30,IST,SFO,KE,1074,2024-06-08 06:33:00,10765.35,0,222
2024-09-02,2024-09-02,08:30,22:23,BNE,BOM,VS,1076,2024-09-02 09:19:00,10060.47,49,90
2025-02-23,2025-02-23,06:55,14:44,EWR,CDG,EK,1004,2025-02-23 06:55:00,5857.15,0,32
2025-06-24,2025-06-25,12:24,05:47,SFO,BOM,PK,1059,2025-06-24 12:24:00,13510.43,0,301
2024-01-10,2024-01-10,17:46,19:34,PHX,SFO,HG,1055,2024-01-10 17:46:00,1046.64,0,308
2024-01-12,2024-01-12,05:08,05:50,PVG,HGH,UA,1010,2024-01-12 05:08:00,165.76,0,122
2022-07-22,2022-07-22,18:45,22:00,CDG,IST,IB,1070,2022-07-22 18:45:00,2212.61,0,268
2020-12-28,2020-12-29,14:51,09:02,PER,AMS,KL,1088,2020-12-28 14:51:00,14157.22,0,73
2023-09-09,2023-09-10,19:45,12:57,PER,FCO,MH,1096,2023-09-09 19:45:00,13363.63,0,435
2021-11-20,2021-11-20,16:30,18:07,PEK,ICN,JL,1063,2021-11-20 16:30:00,900.65,0,398
2023-04-19,2023-04-19,02:19,08:25,PEK,SIN,FJ,1091,2023-04-19 02:19:00,4489.65,0,53
2021-04-18,2021-04-18,03:45,14:07,AMS,DFW,G3,1081,2021-04-18 03:45:00,7900.14,0,85
2020-02-10,2020-02-11,22:01,10:39,NRT,CDG,KL,1048,2020-02-10 22:01:00,9709.85,0,81
2021-01-12,2021-01-12,03:27,04:24,IAH,DFW,UX,1013,2021-01-12 03:27:00,361.63,0,395
2023-10-12,2023-10-12,01:09,10:34,HND,BNE,U2,1077,2023-10-12 01:09:00,7136.55,0,222
2024-04-12,2024-04-12,00:18,12:44,CDG,SZX,LH,1085,2024-04-12 00:18:00,9554.76,0,47
2025-10-15,2025-10-15,05:16,08:24,DEN,YYZ,BT,1077,2025-10-15 05:16:00,2111.92,0,293
2022-03-02,2022-03-03,22:07,04:13,PEK,SIN,ET,1032,2022-03-02 22:07:00,4489.65,0,38
2025-06-23,2025-06-24,18:36,06:50,CDG,PEK,CZ,1047,2025-06-23 20:06:00,8190.07,90,322
2022-08-06,2022-08-07,23:35,13:29,NRT,IAH,UA,1036,2022-08-06 23:39:00,10668.16,4,185
2020-12-08,2020-12-08,05:29,22:42,CLT,BOM,MS,1022,2020-12-08 05:29:00,13374.67,0,44
2023-07-05,2023-07-06,15:43,06:00,NRT,CLT,BA,1074,2023-07-05 15:43:00,11035.45,0,164
2025-09-30,2025-09-30,01:27,16:09,AMS,GRU,UX,1056,2025-09-30 03:26:00,9775.28,119,178
2020-02-11,2020-02-12,14:05,05:24,EWR,PVG,QR,1026,2020-02-11 14:05:00,11860.03,0,118
2024-07-21,2024-07-22,09:36,00:45,HKG,LAS,AZ,1090,2024-07-21 09:36:00,11724.46,0,240
2023-08-31,2023-08-31,13:12,17:50,BKK,PEK,DL,1000,2023-08-31 13:12:00,3316.82,0,109
2024-08-27,2024-08-27,09:43,22:14,LAX,MUC,JL,1005,2024-08-27 09:43:00,9615.91,0,306
2020-07-31,2020-07-31,13:18,21:29,PER,CAN,UX,1034,2020-07-31 13:18:00,6159.25,0,173
2025-06-16,2025-06-17,15:25,05:42,TFU,SFO,VN,1081,2025-06-16 15:25:00,11026.96,0,67
2025-01-06,2025-01-07,14:04,02:32,SFO,BCN,MS,1098,2025-01-06 14:04:00,9585.85,0,105
2023-08-18,2023-08-19,19:14,06:19,MAD,MCO,FR,1042,2023-08-18 21:03:00,7025.31,109,70
2020-03-22,2020-03-22,16:19,23:22,BOS,LHR,FR,1024,2020-03-22 16:19:00,5240.38,0,226
2024-11-24,2024-11-24,15:04,17:26,CLT,DFW,BA,1084,2024-11-24 15:04:00,1503.33,0,159
2022-04-20,2022-04-21,12:12,05:39,BOS,MNL,PK,1007,2022-04-20 12:12:00,13572.19,0,76
2023-08-25,2023-08-25,07:13,12:38,EWR,LAX,UA,1076,2023-08-25 07:13:00,3940.63,0,100
2020-05-02,2020-05-03,21:08,06:19,MAD,ATL,MH,1077,2020-05-02 21:08:00,6959.85,0,223
2025-11-09,2025-11-10,22:43,01:20,DFW,LAS,KE,1083,2025-11-09 22:43:00,1694.7,0,231
2025-03-21,2025-03-21,11:03,14:53,SEA,DFW,MS,1030,2025-03-21 11:03:00,2667.82,0,153
2020-05-13,2020-05-13,15:09,18:02,TFU,BKK,JL,1004,2020-05-13 15:09:00,1908.4,0,42
2021-10-02,2021-10-03,09:02,04:05,SFO,PER,CZ,1041,2021-10-02 09:10:00,14734.08,8,55
2020-07-31,2020-08-01,21:22,06:04,CDG,DEL,FR,1029,2020-07-31 21:22:00,6566.13,0,107
2023-04-08,2023-04-09,22:31,01:22,CAN,PEK,TG,1082,2023-04-08 22:31:00,1881.3,0,49
2021-02-03,2021-02-04,11:49,01:50,PEK,BOS,QF,1024,2021-02-03 11:49:00,10815.55,0,176
2024-11-06,2024-11-06,04:03,18:02,EWR,DOH,FR,1005,2024-11-06 04:03:00,10790.47,0,404
2022-11-13,2022-11-13,01:18,14:33,LAX,FCO,KE,1065,2022-11-13 01:18:00,10203.17,0,101
2025-07-10,2025-07-10,04:15,13:36,CAN,BNE,MH,1006,2025-07-10 04:15:00,7081.24,0,158
2021-07-04,2021-07-04,13:49,18:16,SZX,MNL,CA,1083,2021-07-04 16:18:00,1180.42,149,188
2022-08-14,2022-08-14,01:28,16:48,CLT,DXB,BT,1087,2022-08-14 01:28:00,11870.71,0,402
2021-11-05,2021-11-05,11:34,20:46,FRA,ORD,FR,1089,2021-11-05 11:34:00,6970.77,0,206
2025-07-04,2025-07-05,07:22,01:01,BKK,PHX,JL,1066,2025-07-04 07:22:00,13728.69,0,184
2025-09-15,2025-09-15,02:25,08:43,DEL,ICN,G3,1059,2025-09-15 02:25:00,4652.38,0,323
2021-06-02,2021-06-02,08:11,18:15,GRU,JFK,KL,1059,2021-06-02 08:11:00,7664.1,0,267
2025-07-14,2025-07-15,21:36,03:43,PHX,MIA,BT,1006,2025-07-14 23:16:00,3168.14,100,133
2020-10-30,2020-10-31,18:35,08:03,CAN,SEA,AC,1059,2020-10-30 18:35:00,10377.87,0,370
2025-03-12,2025-03-13,21:56,02:14,MNL,NRT,KE,1007,2025-03-12 21:56:00,3051.82,0,103
2020-10-09,2020-10-09,11:27,21:53,AMS,TFU,SK,1071,2020-10-09 11:27:00,7948.98,0,228
2022-08-27,2022-08-27,02:10,06:48,PEK,BKK,SU,1082,2022-08-27 02:10:00,3316.82,0,39
2024-04-05,2024-04-05,01:24,06:30,SFO,CLT,AM,1069,2024-04-05 01:24:00,3687.28,0,49
2023-03-29,2023-03-29,02:41,11:23,FCO,BOS,FR,1097,2023-03-29 02:41:00,6568.92,0,260
2022-11-24,2022-11-24,00:10,12:39,SZX,LHR,VN,1033,2022-11-24 00:10:00,9594.08,0,273
2022-02-01,2022-02-02,21:28,04:37,BKK,PER,HG,1065,2022-02-01 21:28:00,5326.65,0,70
2020-02-23,2020-02-24,09:17,04:21,BOG,ICN,AC,1005,2020-02-23 09:17:00,14865.41,0,283
2024-09-01,2024-09-02,17:49,09:32,MCO,PEK,ET,1062,2024-09-01 17:49:00,12175.19,0,49
2023-07-20,2023-07-20,01:38,18:11,EWR,CAN,CA,1089,2023-07-20 01:38:00,12847.7,0,262
2025-01-20,2025-01-20,00:14,13:20,ICN,PHX,TK,1013,2025-01-20 00:14:00,10080.63,0,447
2020-08-17,2020-08-17,03:47,16:25,BKK,BCN,KL,1000,2020-08-17 03:47:00,9713.11,0,135
2021-04-10,2021-04-11,11:28,00:59,SEA,SZX,JJ,1024,2021-04-10 11:28:00,10417.82,0,199
2025-07-01,2025-07-02,17:41,12:27,SIN,PHX,DL,1086,2025-07-01 17:41:00,14615.25,0,122
2020-02-26,2020-02-26,06:07,18:43,LHR,ICN,QF,1087,2020-02-26 07:09:00,8861.34,62,305
2021-05-20,2021-05-20,10:11,16:43,IST,BOM,KE,1014,2021-05-20 10:11:00,4836.25,0,332
2023-06-10,2023-06-10,03:32,15:36,LAS,MUC,OZ,1051,2023-06-10 03:32:00,9258.07,0,210
2023-02-22,2023-02-22,11:35,20:34,DEL,CDG,NZ,1099,2023-02-22 11:52:00,6566.13,17,30
2021-04-08,2021-04-08,18:14,19:57,ICN,HGH,TK,1018,2021-04-08 18:14:00,975.67,0,43
2023-03-09,2023-03-09,02:37,05:56,HKG,TFU,TG,1037,2023-03-09 03:46:00,1343.3,69,399
2024-03-05,2024-03-05,07:22,16:17,PEK,DOH,AF,1089,2024-03-05 08:05:00,6164.0,43,187
2020-12-29,2020-12-30,17:26,07:43,NRT,CLT,AC,1039,2020-12-29 17:26:00,11035.45,0,237
2024-09-11,2024-09-11,20:53,22:12,SFO,LAS,VY,1090,2024-09-11 20:53:00,665.02,0,204
2025-09-20,2025-09-21,18:49,16:34,GRU,TFU,VS,1085,2025-09-20 18:49:00,17000.13,0,52
2022-04-09,2022-04-10,16:21,03:21,MCO,AMS,DL,1034,2022-04-09 17:45:00,7291.3,84,157
2020-08-25,2020-08-26,22:12,13:38,SFO,SYD,SK,1033,2020-08-25 22:12:00,11949.31,0,262
2024-02-22,2024-02-22,05:58,09:09,CLT,DEN,UA,1010,2024-02-22 05:58:00,2148.19,0,90
2021-02-15,2021-02-16,13:32,06:06,JFK,HGH,KE,1004,2021-02-15 14:37:00,11999.04,65,37
2024-10-12,2024-10-12,10:03,21:32,PHX,CDG,AC,1047,2024-10-12 10:03:00,8799.7,0,236
2022-10-24,2022-10-25,12:27,00:02,FCO,BKK,WY,1042,2022-10-24 12:27:00,8876.71,0,77
2020-08-14,2020-08-15,17:34,10:28,DXB,IAH,TK,1090,2020-08-14 17:34:00,13124.06,0,209
2024-04-11,2024-04-11,00:55,14:07,CDG,LAX,LA,1058,2024-04-11 02:15:00,9102.74,80,191
2025-01-01,2025-01-01,14:22,15:43,CDG,MUC,AZ,1046,2025-01-01 14:22:00,681.71,0,332
2022-05-01,2022-05-02,21:26,10:31,IST,DFW,OZ,1016,2022-05-01 21:26:00,10075.45,0,266
2025-03-04,2025-03-04,06:00,12:37,DXB,BKK,UA,1034,2025-03-04 06:00:00,4903.52,0,147
2023-06-12,2023-06-12,19:33,21:25,FRA,BCN,AM,1085,2023-06-12 19:33:00,1093.56,0,53
2023-01-28,2023-01-28,17:27,22:05,SEA,YYZ,NZ,1066,2023-01-28 17:27:00,3307.02,0,250
2023-10-16,2023-10-17,13:57,04:37,ORD,PVG,JL,1049,2023-10-16 13:57:00,11334.11,0,42
2025-02-12,2025-02-12,00:00,23:30,PER,CLT,AM,1066,2025-02-12 00:00:00,18408.97,0,242
2025-08-05,2025-08-05,01:34,15:30,NRT,BOS,BA,1032,2025-08-05 01:34:00,10759.51,0,31
2023-08-26,2023-08-26,10:56,16:24,JFK,LAX,NH,1097,2023-08-26 10:56:00,3974.34,0,226
2023-09-15,2023-09-15,11:05,13:24,CLT,IAH,NZ,1059,2023-09-15 11:05:00,1466.21,0,337
2021-01-03,2021-01-04,22:42,16:11,PER,FCO,DL,1056,2021-01-03 22:59:00,13363.63,17,135
2025-11-10,2025-11-10,00:14,08:41,JFK,MAD,BA,1024,2025-11-10 00:59:00,5760.44,45,191
2025-09-18,2025-09-18,01:55,06:58,HGH,SIN,U2,1033,2025-09-18 01:55:00,3649.37,0,186
2024-03-22,2024-03-23,16:22,02:30,HND,SEA,VS,1015,2024-03-22 16:22:00,7711.86,0,81
2021-01-07,2021-01-07,00:34,08:49,AMS,IAD,IB,1001,2021-01-07 00:34:00,6206.69,0,234
2020-08-09,2020-08-10,20:02,08:15,PHX,GRU,WS,1073,2020-08-09 20:02:00,9382.59,0,109
2023-02-22,2023-02-22,01:33,03:28,BOM,DEL,KL,1011,2023-02-22 01:33:00,1137.06,0,100
2024-08-30,2024-08-31,16:24,15:23,GRU,SZX,MS,1082,2024-08-30 16:24:00,17997.21,0,31
2023-05-09,2023-05-10,23:53,05:42,SZX,BOM,AA,1026,2023-05-09 23:53:00,4259.44,0,130
2020-07-26,2020-07-26,03:07,22:47,SIN,EWR,CA,1015,2020-07-26 03:07:00,15335.21,0,81
2021-02-20,2021-02-21,11:16,07:39,KUL,ATL,ET,1038,2021-02-20 11:16:00,15918.21,0,102
2020-07-05,2020-07-05,10:37,13:47,PEK,NRT,MH,1060,2020-07-05 10:37:00,2133.98,0,137
